GEOID,Geographic Area Name,Total_Number_Households,Median income_Households,Median income (dollars)_White,Median income_Black or African American,Median income_American Indian and Alaska Native,Median income_Asian,Median income_Native Hawaiian and Other Pacific Islander,Median income_Some other race,Median income_Two or more races,Median income_Hispanic or Latino origin (of any race),"Median income_White alone, not Hispanic or Latino",Total_Workers,Total_Workers_Median age (years),Public transportation_popu,"Public transportation_$1 to $9,999 or loss","Public transportation_$10,000 to $14,999","Public transportation_$15,000 to $24,999","Public transportation_$25,000 to $34,999","Public transportation_$35,000 to $49,999","Public transportation_$50,000 to $64,999","Public transportation_$65,000 to $74,999","Public transportation_$75,000 or more",Public transportation_Median earnings (dollars),Public transportation_ whom poverty status is determined,Public transportation_Below 100 percent of the poverty level,Public transportation_100 to 149 percent of the poverty level,Public transportation_At or above 150 percent of the poverty level,Public transportation_Workers 16 years and over who did not work from home,Public transportation_ DEPARTURE TO WORK_12:00 a.m. to 4:59 a.m.,Public transportation _DEPARTURE TO WORK_5:00 a.m. to 5:29 a.m.,Public transportation _DEPARTURE TO WORK_5:30 a.m. to 5:59 a.m.,Public transportation _DEPARTURE TO WORK_6:00 a.m. to 6:29 a.m.,Public transportation _DEPARTURE TO WORK_6:30 a.m. to 6:59 a.m.,Public transportation _DEPARTURE TO WORK_7:00 a.m. to 7:29 a.m.,Public transportation _DEPARTURE TO WORK_7:30 a.m. to 7:59 a.m.,Public transportation _DEPARTURE TO WORK_8:00 a.m. to 8:29 a.m.,Public transportation _DEPARTURE TO WORK_8:30 a.m. to 8:59 a.m.,Public transportation _DEPARTURE TO WORK_9:00 a.m. to 11:59 p.m.,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!60 or more minutes,Public transportation (excluding taxicab)!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
36047044200,Census Tract 442; Kings County; New York,870,69722,69514,0,0,0,0,0,0,0,69722,775,45.7,207,2.9,9.7,7.2,11.6,5.3,14.5,18.4,30.4,59728,207,6.8,3.4,89.9,207,0,0,0,0,0,3.4,25.1,19.3,31.9,20.3,0,2.9,0,3.9,3.4,6.3,9.7,25.1,48.8,51.3
36047044300,Census Tract 443; Kings County; New York,1905,94327,112500,0,0,0,0,92464,76806,85260,130972,2970,35.4,1821,5.6,4,12.9,13.9,17.4,12.3,7,26.9,47683,1821,10.3,7.2,82.5,1821,2.4,3.7,0,8.2,4.5,12.1,9.4,15.7,11.9,32,1,0,0.7,8.7,0.7,22,24.7,19.1,23.2,N
36047044400,Census Tract 444; Kings County; New York,1070,65500,63261,0,0,56188,0,0,0,65833,63967,1274,39.9,565,7.3,6.5,16.3,11.5,11.3,6,8.8,32.2,48942,565,3.9,7.6,88.5,565,0,3.7,0,12,3.2,21.6,3.2,19.3,8,29,0,0,9.6,8.5,0,12.7,7.8,10.4,51,N
36047044500,Census Tract 445; Kings County; New York,1670,84318,97941,92865,0,0,0,47552,96958,58185,99853,2156,35.2,1175,11.4,0,10.2,14.7,9.4,11.8,6.9,35.6,53693,1175,5,11.7,83.2,1175,3.7,2,0,0,0,10.5,6.6,15.7,18,43.4,0,0,0,10.1,1.2,19.2,20.3,21.7,27.4,N
36047044600,Census Tract 446; Kings County; New York,605,59464,73561,0,0,49250,0,88929,0,88036,73902,897,41.2,439,13.4,4.8,20.5,11.4,10.5,10,3.4,26,34934,439,15.9,13.2,70.8,439,7.5,0,0,13.2,11.8,12.3,11.2,18.7,0,25.3,0,0,0,1.4,3.6,7.3,13.4,18.2,56,N
36047044700,Census Tract 447; Kings County; New York,925,86595,108090,87026,0,0,0,28611,84879,0,107689,1179,34.3,696,11.4,0,12.6,13.6,8.3,7.9,4,42.1,60676,696,11.5,3.6,84.9,696,0,0,0,0,0,11.9,12.5,26.6,9.1,39.9,0,0,2.7,5.7,3.3,7.6,16.5,41.5,22.6,N
36047044800,Census Tract 448; Kings County; New York,748,76364,83750,0,0,56875,0,0,0,42443,85556,785,51,270,10,0,0,25.2,8.1,18.1,11.9,26.7,53952,270,10,0,90,270,2.2,0,0,5.2,3.7,30.4,2.2,17.8,13.7,24.8,0,4.4,0,6.7,0,0.7,13,40,35.2,N
36047044901,Census Tract 449.01; Kings County; New York,995,55156,78528,54985,0,0,0,0,29219,0,78718,1287,31.2,649,14.2,3.7,9.1,15.3,12.5,4.2,18.2,23,41857,649,3.7,19.9,76.4,649,0,0,0,1.1,18.6,30.8,9.1,8.6,6.2,25.6,0,0,0,6.2,18.6,8.6,9.9,39.6,17.1,N
36047044902,Census Tract 449.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36047045000,Census Tract 450; Kings County; New York,233,84583,90482,0,0,0,0,0,0,0,90411,272,39.5,56,0,0,0,0,14.3,10.7,0,75,82045,56,0,0,100,56,0,37.5,0,0,0,39.3,0,16.1,0,7.1,0,0,0,8.9,0,0,7.1,14.3,69.6,N
36047045200,Census Tract 452; Kings County; New York,846,71890,72104,0,0,34107,0,0,0,"250,000",71890,1003,42.1,290,9.3,5.9,13.4,2.8,17.9,15.2,0,35.5,51000,290,0,22.4,77.6,290,2.1,0,0,3.4,0,8.6,34.1,24.1,13.8,13.8,0,0,0,0,0,35.2,6.6,10,48.3,N
36047045300,Census Tract 453; Kings County; New York,671,61420,77353,0,0,"25,000",0,0,37917,41711,97344,1043,35.9,643,18.2,1.6,13.8,26.1,7.5,8.7,4.8,19.3,29497,643,18,12.6,69.4,643,0,0,0,13.4,8.2,9.2,4.4,22.6,16,26.3,0,0.5,0,1.2,3.4,37.3,21.6,14,21.9,N
36047045400,Census Tract 454; Kings County; New York,497,88456,80083,88824,0,0,0,0,0,0,80083,808,47.4,241,27,4.1,0,27.4,5.4,28.6,0,7.5,29223,241,1.7,0,98.3,241,7.1,0,0,0,0,29,0,27,1.7,35.3,0,0,0,5.4,0,0,27,7.5,60.2,52
36047045600,Census Tract 456; Kings County; New York,782,83289,74527,0,0,0,0,0,107969,65859,82857,934,46.5,361,8,13.6,3.6,9.7,6.4,22.4,13.3,23,58724,361,3.9,0.6,95.6,361,0,1.4,2.2,16.3,11.4,18.6,25.5,8.3,4.7,11.6,0,8.6,0,0,1.1,15.2,7.2,19.1,48.8,N
36047045800,Census Tract 458; Kings County; New York,442,87708,89063,0,0,0,0,0,0,0,89063,370,52.6,119,10.1,0,10.9,23.5,5,5,0,45.4,0,119,4.2,10.9,84.9,119,0,0,0,6.7,0,16.8,21.8,10.9,32.8,10.9,0,0,0,0,0,7.6,21.8,31.1,39.5,N
36047046000,Census Tract 460; Kings County; New York,1257,78155,76734,0,0,74107,0,0,124200,130694,75282,1346,43.1,567,7.1,3.4,8.1,15.2,11.1,10.6,6.2,38.4,56875,567,2.5,1.9,95.6,567,4.4,3.5,0,0,7.8,17.1,11.3,16,5.5,34.4,1.9,0,2.5,0,3.5,3.2,18.2,24.3,46.4,N
36047046201,Census Tract 462.01; Kings County; New York,1096,40058,36510,0,0,0,0,0,0,97411,35469,847,44.6,319,4.1,0,4.4,22.6,8.2,7.5,16.3,37,68693,319,0,3.8,96.2,319,8.5,0,0,12.5,19.4,7.2,6.3,18.5,5.6,21.9,0,0,0,7.2,12.2,0,8.5,46.7,25.4,N
36047046202,Census Tract 462.02; Kings County; New York,528,88092,88092,0,0,0,0,0,0,15714,88750,820,41.6,185,21.6,0.5,18.9,0,19.5,3.2,0,36.2,38750,185,0,5.4,94.6,185,0,0,0,6.5,4.9,8.1,14.1,28.1,13.5,24.9,0,0,0,11.9,22.2,0,10.3,11.4,44.3,44.9
36047046400,Census Tract 464; Kings County; New York,614,63654,90156,0,0,34375,0,0,0,28750,92031,723,46.3,145,0,0,20,4.1,26.9,6.9,12.4,29.7,47188,145,14.5,8.3,77.2,145,0,0,0,22.1,2.8,15.2,12.4,39.3,8.3,0,0,0,0,0,0,13.8,0,29.7,56.6,N
36047046800,Census Tract 468; Kings County; New York,568,39262,39262,0,0,0,0,0,0,0,39262,792,39.8,184,60.3,10.9,0,21.2,0,4.3,0,3.3,0,184,10.9,60.3,28.8,184,0,0,0,0,0,4.3,60.3,14.7,0,20.7,0,0,0,0,0,9.8,0,71.7,18.5,N
36047047000,Census Tract 470; Kings County; New York,634,69545,72039,0,0,0,0,0,0,0,74000,824,40.6,109,15.6,0,22.9,0,50.5,0,0,11,36359,109,15.6,0,84.4,109,0,0,0,11,11.9,34.9,9.2,17.4,15.6,0,0,0,0,0,0,15.6,10.1,24.8,49.5,N
36047047200,Census Tract 472; Kings County; New York,668,76833,72619,0,0,0,0,81985,0,0,72619,699,45.2,103,0,21.4,0,26.2,0,0,22.3,30.1,0,103,0,17.5,82.5,103,0,0,0,17.5,0,0,2.9,59.2,4.9,15.5,0,0,17.5,2.9,0,17.5,0,9.7,52.4,N
36047047400,Census Tract 474; Kings County; New York,695,61544,62821,0,0,0,0,0,0,0,62500,716,45.8,117,3.4,0,25.6,17.9,23.1,20.5,0.9,8.5,35972,117,0,12,88,117,0,0,0,0,12,0,0,28.2,3.4,56.4,0,0,3.4,0,0,33.3,0,41,22.2,N
36047047600,Census Tract 476; Kings County; New York,860,54149,73514,0,0,0,0,0,0,0,73514,930,37.7,138,0,7.2,0,10.1,34.1,0,0,48.6,0,138,7.2,0,92.8,138,0,0,33.3,0,22.5,0,7.2,36.2,0,0.7,0,0,0,18.8,0,0,0,24.6,56.5,N
36047047700,Census Tract 477; Kings County; New York,1844,176190,173056,0,0,208681,0,0,210690,0,167279,2877,33.7,1490,10.1,2.8,0,4.1,5.2,8.9,5.4,63.4,89200,1490,5.3,2.3,92.4,1490,0.7,0,0.5,5.6,3.2,3.5,5.5,23.3,14.4,43.4,0,0,2.1,4.9,9.9,29.6,24.6,20.1,8.9,N
36047047800,Census Tract 478; Kings County; New York,1066,57228,57314,0,0,36528,0,0,0,109266,57116,1631,40.3,399,20.6,5.3,10.8,5.5,14.8,4.3,8.8,30.1,46359,399,19.5,4.5,75.9,399,0,1.5,0,0,7.3,26.8,0,14.8,5,44.6,0,0,0,14.8,0,26.6,22.3,23.6,12.8,N
36047048000,Census Tract 480; Kings County; New York,964,35088,36027,0,0,23773,0,0,0,35670,35708,1039,48.3,384,13,3.1,44.3,0,20.6,8.3,3.1,7.6,22778,384,16.4,22.7,60.9,384,14.3,0,0,0,0,17.7,14.3,12.2,13,28.4,0,0,4.9,9.6,5.7,13.8,0.5,37.2,28.1,N
36047048100,Census Tract 481; Kings County; New York,1340,103529,116250,0,0,0,0,61389,0,0,125714,1764,33.9,886,0,7,4.6,14.2,11.1,19.4,6.1,37.6,62188,886,5.1,7.1,87.8,886,1.6,0,0,13.2,8.1,4.9,9,29,12.6,21.6,0,0,1.8,5.8,10.7,26.3,34.1,7.8,13.5,N
36047048200,Census Tract 482; Kings County; New York,2261,53301,60091,44900,0,50849,0,0,0,114554,52564,2499,41.3,1025,4.2,2.5,15.2,2.3,26.4,12.4,27.3,9.6,47367,1025,2.5,7.8,89.7,1025,3.5,0,0,4.7,7.3,4.1,2.8,24.6,4.8,48.2,0,0,0,0,4.5,6.5,16.8,42.2,30,N
36047048400,Census Tract 484; Kings County; New York,1521,80324,77404,0,0,0,0,80245,90806,90033,77500,2749,43,934,4.5,10.3,24.8,1.4,16.6,9.9,15.8,16.7,40694,934,3.2,2.9,93.9,934,1.6,0,0,5.6,0,20.3,31.9,20.8,7.2,12.6,0,1.6,0,7.8,5,33.3,5.8,21.3,25.2,N
36047048500,Census Tract 485; Kings County; New York,1013,106893,110078,0,0,157083,0,192661,0,71389,111016,1753,32.7,993,7.2,13.2,13.1,10.9,11.8,9.8,8,26.2,46028,993,16.5,2.3,81.2,993,0.6,0,1.3,6.9,3,12.2,5.9,8.4,10.9,50.8,0,1.5,3,2.4,1,22.4,17.5,33.4,18.7,N
36047048600,Census Tract 486; Kings County; New York,802,58722,65089,0,0,60875,0,0,0,44722,76618,944,42.3,477,15.1,5.5,13.8,22.4,8,8.8,4,22.4,31864,477,10.1,13,76.9,477,1.3,8.4,2.1,2.7,2.5,7.1,7.3,14.7,3.1,50.7,0,0,3.4,0,2.3,18.4,21,16.8,38.2,N
36047048800,Census Tract 488; Kings County; New York,1657,72254,90139,0,0,71056,0,116500,0,130527,71607,1982,39.4,822,2.6,3.9,10.3,1.8,15.5,26.2,5.2,34.5,60326,822,0,0.6,99.4,822,2.6,1.5,4.5,2.2,5.1,22,16.2,15,7.1,24,1.2,0,0,3.2,3.2,15,12.4,45.3,19.8,49.9
36047048900,Census Tract 489; Kings County; New York,1536,28503,53059,28011,0,0,0,40263,0,28989,0,1211,46.2,1024,22.2,2.2,23.3,26.7,16.3,6.9,0,2.3,25669,1024,12.8,12.2,75,1024,0,8.4,2.1,4.3,0,17.4,9,7,0,51.8,0,0,0,15.8,2.3,13.7,9.7,13.6,44.9,N
36047049000,Census Tract 490; Kings County; New York,2215,69575,72982,95533,0,108125,0,0,0,0,74714,2474,42,1333,1.4,4.7,18.7,12,7.1,17.3,0,38.9,60694,1333,5.3,10.8,83.9,1333,10.2,0,16.3,1.3,13.1,10.7,0,19.8,4.6,24.1,0,0,0,2.9,0,3.4,14.7,30.1,48.9,54.5
36047049100,Census Tract 491; Kings County; New York,2717,41156,37798,70089,0,27500,0,27917,0,48167,35878,2812,40.9,1735,11.8,11.9,16.2,2.9,15.6,6.7,8.2,26.7,42984,1735,14.5,10.7,74.8,1735,0.2,0,0,0.2,2.7,20.7,15.7,24,14.2,22.2,0,1.3,0,0,0,39.1,25.8,8.7,25,N
36047049200,Census Tract 492; Kings County; New York,1252,99444,0,147601,0,0,0,0,0,0,0,1449,42.4,542,1.1,0,9,8.7,5.9,3.1,1.5,70.7,90000,542,3,2.6,94.5,542,0,0,0,0,0,13.8,18.8,36.9,5.7,24.7,0,2.2,0,0,5.7,2.6,0.9,58.5,30.1,N
36047049301,Census Tract 493.01; Kings County; New York,984,24153,0,50608,0,0,0,22337,0,21399,0,520,36.3,363,2.5,0,28.1,6.3,29.2,26.2,5,2.8,45898,363,15.2,12.9,71.9,363,8.8,0,0,25.3,5,10.5,9.9,12.4,12.9,15.2,0,0,0,0,6.3,12.9,0,32.2,48.5,N
36047049302,Census Tract 493.02; Kings County; New York,2322,51860,89161,0,0,172813,0,29156,0,29383,128375,2538,34.9,1465,8,11.1,5.6,8,14.3,3.3,9,40.8,61827,1465,11.1,2.6,86.3,1465,1.5,0,2.1,3.5,5.5,22,0.9,1.7,12.4,50.4,0,0,0.9,7.1,3.4,18.4,11.3,42.5,16.4,41.4
36047049400,Census Tract 494; Kings County; New York,2179,96791,87333,0,0,96000,0,0,103244,103658,83162,2394,43.6,1168,5.3,3.7,5.6,6.3,7.5,13.3,4.3,54,85127,1168,6.3,1.6,92,1168,1.6,0,2.1,2,9.6,6.7,23.2,15.9,20.5,18.5,0,0,0,4.4,1,10.4,12.2,37.4,34.6,N
36047049500,Census Tract 495; Kings County; New York,1363,101875,136156,"25,000",0,101094,0,0,170595,0,138611,1897,30.6,1035,13.3,0,5.8,3.5,9.9,10.8,15.1,41.6,70136,1035,12,5.7,82.3,1035,1.2,0,0,2.1,0.3,2.5,3.5,13.9,18.6,57.9,0,0,0,9.2,11.9,30.3,23.9,12.7,12.1,N
36047049600,Census Tract 496; Kings County; New York,1249,71952,96480,0,0,35417,0,66250,0,68750,100500,1841,40.9,962,6,8,9.1,16.3,18.8,4.3,3.4,34,41389,962,8.3,6.9,84.8,962,0.7,4.7,1.4,0.6,6.1,12.9,15.4,14.7,18,25.6,0,1.5,0,10.8,0,15.1,12.6,31.3,28.8,N
36047049700,Census Tract 497; Kings County; New York,1604,129489,127539,0,0,"250,000",0,"250,000",122891,98625,129883,2210,34.5,1102,5.5,1.5,11.1,1.7,7.4,15.2,3.1,54.4,78782,1102,5.8,7.2,87,1102,0,0,0,0,1.5,1,3,17.2,21.9,55.5,0,0,0.9,5.2,14.2,21.5,20.9,26.5,10.9,N
36047049800,Census Tract 498; Kings County; New York,1586,73066,87375,0,0,59375,0,0,101027,101406,97833,2191,40.1,1261,4.5,5.2,14.8,36.2,4.4,7.2,2.6,25.1,29473,1261,1.6,9.8,88.7,1261,0,2.5,0,6.6,1.9,12.1,10.2,16.8,17.4,32.5,0,0,0,1.8,0.1,26.5,10.2,32.5,28.9,N
36047049900,Census Tract 499; Kings County; New York,962,101250,95625,0,0,"250,000",0,0,0,0,101250,1565,33.7,703,6.7,8.4,1.3,9.2,7.5,17.8,1.7,47.4,61250,703,7.5,4.1,88.3,703,0,0,0,9.1,0,4.8,25.7,17.5,14.8,28,0,0,0,0,10.4,30.4,10.2,28.9,20.1,N
36047050001,Census Tract 500.01; Kings County; New York,891,113780,129519,95483,0,0,0,0,0,0,129647,863,44.3,507,2.8,3.9,8.3,3.7,9.5,1.6,14.6,55.6,92125,507,2.8,0,97.2,507,0,4.7,0,0,1.2,9.5,28.8,22.1,7.9,25.8,0,0,2,0,1.6,15.2,14.6,45.8,20.9,N
36047050002,Census Tract 500.02; Kings County; New York,681,117708,137813,0,0,0,0,0,165938,181591,121324,961,39.8,549,8,2.4,3.3,2.7,6,16.8,15.7,45.2,68942,549,2.2,0,97.8,549,0,2.4,0,7.3,0,1.5,17.7,24.2,17.5,29.5,0,0,3.8,5.1,0,21.1,7.1,51.2,11.7,N
36047050100,Census Tract 501; Kings County; New York,1520,103846,108036,0,0,0,0,0,210461,0,108125,1888,34.4,1007,9.3,1.3,4.7,4.8,5.1,17.6,8.5,48.8,74178,1007,5.7,4.1,90.3,1007,0,0,0,1.9,7.4,1.8,12.8,17.5,29.1,29.5,0,2.5,6.3,11.5,12,28.4,23.3,10.6,5.4,N
36047050202,Census Tract 502.02; Kings County; New York,1156,93995,94926,0,0,81830,0,0,66328,43911,136500,1286,45.3,725,1.5,0,6.9,4.6,16.1,13.5,11.3,46.1,71094,725,1.5,4.8,93.7,725,0,0,0,0.1,8,11.3,10.2,25.9,24.1,20.3,0,0,0,3.2,1.1,15.2,9.7,52.6,18.3,N
36047050300,Census Tract 503; Kings County; New York,1383,151250,161017,0,0,0,0,99333,0,98458,161405,2152,33.7,1115,7.2,0,8,7.2,7.5,9.8,2.6,57.8,78524,1115,3.4,4.2,92.4,1115,0,0,0.2,2.5,0,11.1,5.3,11.4,38.1,31.4,0,0.7,0,3.9,14,26.9,33.5,15.8,5.2,N
36047050401,Census Tract 504.01; Kings County; New York,1224,139947,169118,162813,0,78125,0,0,139149,138059,173185,1892,41.6,913,8,5,0,5.7,20.3,8.1,9.7,43.2,69135,913,3.5,0,96.5,913,0,0,0,8.5,0,7.2,24.8,17.5,8.7,33.3,0,0,0,1,2.8,8.8,11.8,42.3,33.3,N
36047050402,Census Tract 504.02; Kings County; New York,941,136825,137225,0,0,0,0,0,0,0,150125,1185,43.4,620,2.9,1.9,1,0,41,6,6.3,41,0,620,1.9,0,98.1,620,0,0,0,6.6,6.1,3.4,14.7,9.5,12.1,47.6,3.7,0,0,10.8,1.6,4.4,13.4,8.7,57.4,N
36047050500,Census Tract 505; Kings County; New York,1947,70361,114539,0,0,0,0,47106,0,60417,117385,2283,33.6,1734,5.4,4.4,5.8,0.6,16.1,14,2.7,51.2,75538,1734,8.2,0.9,90.8,1734,3.3,0,4.4,8.4,2.6,3,21.5,20.5,11.4,25,0,0,0,0.6,4.6,32.1,26.4,26.6,9.8,N
36047050600,Census Tract 506; Kings County; New York,2130,71316,94208,61800,0,64395,0,87697,0,52120,122972,3147,37.4,2171,8.3,1,17.6,14.6,23.7,5.7,5.1,24.1,42882,2171,5.3,8.7,86,2171,11.8,0,1.3,5.5,6.5,11.8,2.4,19.3,7.6,33.6,0,0,0,0,4.9,14.3,19.4,36.1,25.4,N
36047050700,Census Tract 507; Kings County; New York,692,54342,53882,0,0,0,0,0,0,59408,53684,778,36.4,145,13.8,0,22.8,6.2,0,0,6.2,51,75417,145,10.3,6.2,83.4,145,0,0,0,0,5.5,0,29,15.2,0,50.3,0,0,0,24.1,0,13.8,26.9,19.3,15.9,N
36047050801,Census Tract 508.01; Kings County; New York,1435,68125,0,62383,0,108917,0,0,100240,81500,0,2016,36.4,1481,5.5,6.8,11.3,17.5,20.2,9.3,8.7,20.7,39772,1481,9,2.8,88.1,1481,7.6,0,3.9,10.1,1.1,9,14.8,25.4,0.7,27.4,0,0,0.9,2.4,0.6,13.4,21.4,41.4,19.9,N
36047050803,Census Tract 508.03; Kings County; New York,1092,77625,114471,49917,0,115938,0,75500,123542,122986,109615,1617,33.7,1095,4.1,3.9,15,9.6,16.1,12.9,10.1,28.3,53049,1095,8.6,8.9,82.6,1095,2.9,0.4,3.9,3.4,4.7,8.5,11.3,27.9,7.7,29.3,0,0,1.1,0.5,1.6,10.9,21.9,36.7,27.3,N
36047050804,Census Tract 508.04; Kings County; New York,2660,98729,104515,92292,0,0,0,105197,0,69511,104439,3150,38.2,1961,1.7,1.2,13.6,8.3,7.2,24.3,9.1,34.6,59591,1961,3,0.6,96.5,1961,6.9,6.8,0,1.9,2.3,9,18.2,12.1,11.6,31.2,0,0,0,3,0,11,21.2,29.9,34.9,N
36047050900,Census Tract 509; Kings County; New York,978,35333,36389,0,0,0,0,0,0,"25,000",36306,1291,34.9,174,10.3,27.6,16.7,5.7,17.2,0,0,22.4,23462,174,49.4,1.1,49.4,174,0,0,0,0,0,10.9,16.1,4,4,64.9,0,10.3,28.2,11.5,0,5.7,13.2,0.6,30.5,N
36047051001,Census Tract 510.01; Kings County; New York,1636,57464,78906,65164,0,0,0,0,33688,25474,80833,1970,38.7,1088,9.8,2.1,22.2,7.7,23.6,7.7,7.9,18.9,38739,1088,12.2,10.2,77.6,1088,10.2,0.5,2.4,7.4,4.8,16.9,19,20.8,3.1,14.9,0,0,2.1,4.6,0,13.8,5.9,19,54.6,N
36047051002,Census Tract 510.02; Kings County; New York,1783,60193,100750,51454,0,159938,0,75185,29617,69205,100750,2183,39.3,1369,6,7.5,13.1,17.8,12.9,13.9,5.6,23.4,41875,1369,5.9,9.6,84.5,1369,1.8,3.5,0.7,7.4,3.1,17.8,15.9,16.2,4.3,29.4,0,0,3.7,3,0,12.6,14.7,35.6,30.5,N
36047051100,Census Tract 511; Kings County; New York,1952,72803,140417,0,0,48063,0,26641,0,26953,168750,2360,31.9,1414,10,7.1,12,4.4,6.6,10.3,5.2,44.5,62500,1414,10.9,8.7,80.4,1414,1,2,0,1.1,3.5,15.6,11.8,13,19.7,32.4,0,0,3.3,6,5.5,18,30.8,22.3,14,N
36047051200,Census Tract 512; Kings County; New York,2397,95236,111190,75236,0,114417,0,39589,0,38643,111190,3755,38.9,2969,8.5,4.6,12.4,11.7,19.4,16.9,4.5,22,45854,2969,9,0.9,90.1,2969,1.5,7.2,0,7.6,0.5,17.9,12.7,11,11.4,30.2,0.5,0,0.2,3.4,0.8,7.1,22.5,27.9,37.5,N
36047051300,Census Tract 513; Kings County; New York,2520,126358,130779,0,0,94821,0,70710,96519,0,135208,3336,31.8,2011,4.7,2.4,10.5,5.3,13,9.2,2.4,52.5,77029,2011,6.6,3.1,90.4,2011,2,3.1,0,0,0.3,4.9,8.9,20.1,23.9,36.7,0,1.2,1,4.1,11.9,42,13,13.3,13.5,N
36047051400,Census Tract 514; Kings County; New York,2707,93630,101984,104500,0,76607,0,85078,0,57420,101984,4145,40.2,2284,3.1,0.8,6.6,26.8,19.7,16.2,2.1,24.9,46366,2284,2.9,10.9,86.3,2284,1.1,1.4,4.6,5.8,4.6,14.5,17,25.5,5.4,20.1,0.7,0,0,6.3,0,12,25.7,25.6,29.7,N
36047051500,Census Tract 515; Kings County; New York,1244,183056,198021,143561,0,0,0,0,"250,000",0,197604,2092,34.3,1166,1.3,1.8,6.7,6.6,7.4,4.2,5.6,66.5,96489,1166,0,4.1,95.9,1166,0,0,0,0,8,0.9,16.8,18.7,12.3,43.3,0,0,0.5,9.6,21.1,29.2,29.1,7.1,3.4,N
36047051601,Census Tract 516.01; Kings County; New York,1928,63672,67237,66010,0,0,0,69238,38405,0,71375,2594,36.2,1575,10.5,7.2,7.3,18.8,13.8,15.6,11.2,15.6,41603,1575,8.8,7.1,84.1,1575,4.6,1,7.2,2.9,1.5,14.3,25.3,11.4,5.3,26.3,1.5,0,3,1.5,0,16.3,9.8,23.4,44.5,N
36047051602,Census Tract 516.02; Kings County; New York,1433,66875,86429,67321,0,0,0,43289,106850,37406,86429,1919,42.9,1427,3,4.6,16.1,11.2,22.4,15.5,10.2,17,44105,1427,3.2,7.5,89.3,1427,8.4,12.3,4.6,3.9,0.7,2.4,9.1,12.9,8.5,37.3,0,0,0,0,0,18.8,19.3,17.4,44.5,N
36047051700,Census Tract 517; Kings County; New York,1399,191964,212188,0,0,"250,000",0,0,128988,0,212266,1953,35.4,960,1.3,0.7,0.7,1,3.8,1.9,4.3,86.4,134598,960,2.7,0,97.3,960,0,0,0,0,2,7.4,9.7,22.6,27.5,30.8,0,0,2.2,6,11.6,45.4,19.8,10.9,4.1,33.2
36047051800,Census Tract 518; Kings County; New York,1563,92098,174299,90659,0,25707,0,59848,175536,70625,173963,2010,38.3,1475,2.8,1.1,7.3,19,5.7,7.4,5.3,51.5,76082,1475,4.8,2.6,92.6,1475,0,2,0,3,3.6,2.6,21.5,22.3,13.5,31.6,0,0,0,0.9,0.9,17.4,12.5,36.1,32.1,N
36047051900,Census Tract 519; Kings County; New York,3142,205184,200559,0,0,206073,0,0,138947,0,198843,4042,33.8,1908,2,7,6,2.7,2,5.5,3.8,71.1,121583,1908,2.3,2.7,95.1,1908,2.8,0,0,2.3,4.4,8,9.5,18.7,20.1,34.2,0,0,3.8,12.9,17.6,27.9,13.4,18,6.4,N
36047052000,Census Tract 520; Kings County; New York,1296,118343,175795,118300,0,36932,0,0,0,45402,203667,1889,40.2,954,4.6,2.8,6.9,5.7,16.6,20.6,7.5,35.2,56989,954,1.3,0.9,97.8,954,1.8,0,18.4,3.8,2.4,8.3,5,25.2,15.4,19.7,0,0,0,5.1,0.7,7.2,1.8,49.5,35.6,N
36047052300,Census Tract 523; Kings County; New York,2214,91111,115737,0,0,0,0,45391,68902,46641,129620,2792,29.8,1421,5.3,6.2,8.7,4,9.3,23.8,2,40.7,59694,1421,10.3,9.9,79.8,1421,0,0,2.7,6.6,0,9.7,8.1,15.2,17.1,40.5,0,0,1.2,7.4,10.1,28.9,26.2,16,10.2,N
36047052500,Census Tract 525; Kings County; New York,1331,30078,44625,0,0,0,0,14004,0,14628,55904,1274,32.6,660,2.1,16.4,5.6,16.1,6.8,10.3,9.7,33,55051,660,3.5,5.9,90.6,660,0,2.9,0,0,2.4,5.2,2.4,13.5,8.9,64.7,0,0,0,31.1,2.6,32.9,10.5,0,23,N
